,NO.,성우,연령,성별,상황키워드,감정_대분류,감정_소분류,사람문장1
2678,M_002679,KSH,노년,남성,"건강, 죽음",슬픔,실망한,요양병원에 같이 있던 사람들은 다 자식이 와서 데려갔는데 나만 아직 요양병원이야.
2679,M_002680,KSH,노년,남성,"건강, 죽음",슬픔,실망한,이거 참 불쌍한 친구 이렇게 가다니.
2680,M_002681,KSH,노년,남성,"건강, 죽음",슬픔,실망한,이번 달은 콜레스테롤 수치가 생각보다 덜 내려갔어. 실망스럽네.
2681,M_002682,KSH,노년,남성,"건강, 죽음",슬픔,실망한,건강검진 결과가 생각보다 안 좋아서 실망스럽네.
2682,M_002683,KSH,노년,남성,"건강, 죽음",슬픔,실망한,요양병원에 같이 있던 사람들은 다 자식이 와서 데려갔는데 나만 아직 요양병원이야.
2683,M_002684,KSH,노년,남성,"건강, 죽음",슬픔,실망한,요즘은 확실히 몸이 예전 같지가 않아. 원래 건강하고 체력도 막강했는데 나이 드니 확실히 힘에 부치네.
2684,M_002685,KSH,청소년,남성,학업 및 진로,분노,악의적인,나보다 공부 잘하는 얄미운 애가 대학에 떨어졌으면 좋겠어!
2685,M_002686,KSH,청소년,남성,학업 및 진로,분노,악의적인,오늘 시험 결과가 나왔는데 시험을 잘 못 본 친구가 우울해하는 모습을 보며 기분이 좋았어.
2686,M_002687,KSH,청소년,남성,학업 및 진로,분노,악의적인,나보다 공부를 잘하는 사람이 세상에 없었으면 좋겠어! 나보다 잘하는 사람이 있는 게 싫어.
2687,M_002688,KSH,청소년,남성,학업 및 진로,분노,악의적인,평소 나를 무시하던 친구가 의대에 불합격해서 아주 고소했어.
2688,M_002689,KSH,청소년,남성,학업 및 진로,분노,악의적인,은근히 나를 무시하던 친구가 오늘 나보고 볼품없다고 했어. 그래도 오랜 친군데 나빴어!
2689,M_002690,KSH,청소년,남성,학업 및 진로,분노,악의적인,나보다 성적이 높아 늘 신경 쓰였던 친구가 크게 다쳤다고 들었는데 순간 기뻤어. 이런 내게 화가 나.
2690,M_002691,KSH,청소년,남성,학업 및 진로,분노,악의적인,나보다 성적 좋은 친구 교과서에 실수인 척 물을 쏟았어.
2691,M_002692,KSH,청소년,남성,학업 및 진로,분노,악의적인,모르는 것을 물어볼 때마다 일부러 틀린 답을 알려주는 친구의 교과서를 찢어버렸는데도 화가 안 풀려.
2692,M_002693,KSH,청소년,남성,학업 및 진로,분노,악의적인,시험에 자신이 없어서 일부러 아픈 척을 하고 학교를 안 갔어. 해방감이 들었어.
2693,M_002694,KSH,청소년,남성,학업 및 진로,분노,악의적인,나를 구박하는 선생님이 아프셔서 학교에 안 나왔으면 좋겠다고 생각했어. 왜 나한테만 계속 그럴까?
2694,M_002695,KSH,청소년,남성,학업 및 진로,분노,악의적인,공부 잘한다고 잘난 체를 하는 친구가 화장실에 있을 때 불을 껐어. 당황할 걸 생각하니 고소해.
2695,M_002696,KSH,청소년,남성,학업 및 진로,분노,악의적인,지난 시험에서 나보다 성적 잘 받은 친구한테 급식 국물을 엎질렀어.
2696,M_002697,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,나를 계속 괴롭혔던 애가 너무 미워서 오늘은 그 애 가방 끈을 자르고 도망쳤어.
2697,M_002698,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,매일 나에게 험담하는 친구를 골탕 먹이고 싶은데 어떻게 해야 할지 모르겠어.
2698,M_002699,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,나보다 공부 잘하는 애를 내가 질투심에 밀치고 갔어.
2699,M_002700,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,너무 미운 애가 있는데 어떻게 따돌릴지 고민이야.
2700,M_002701,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,내게 거짓말을 했던 친구한테 일부러 발을 걸어 넘어지게 했어.
2701,M_002702,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,나를 괴롭힌 친구의 신발을 몰래 숨겨놨어.
2702,M_002703,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,나를 시기하는 친구를 따돌리고 싶어서 다른 친구들에게 그 애에 대한 거짓말을 했어.
2703,M_002704,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,나를 따돌렸던 친구에게 너무 화가 나서 그 친구를 한대 쳤어.
2704,M_002705,KSH,청소년,남성,학교폭력/따돌림,분노,악의적인,나를 놀렸던 친구를 혼내주려고 일부러 선생님 앞에서 우는 척을 했어.
2705,M_002706,KSH,청년,남성,대인관계,분노,악의적인,나보다 고등학교 때 공부를 못했던 친구가 나보다 좋은 직장에 다니고 있는 걸 보니 화가 나.
2706,M_002707,KSH,청년,남성,대인관계,분노,악의적인,사이가 안 좋았던 친구가 좋은 직장의 면접을 앞두고 있대. 합격 못했으면 좋겠어.
2707,M_002708,KSH,청년,남성,대인관계,분노,악의적인,학창시절 나를 괴롭히던 친구가 우울증에 걸렸대. 그 친구를 생각하니 화가 나면서도 기뻐.
2708,M_002709,KSH,청년,남성,대인관계,분노,악의적인,어릴 적 모든 관심의 중심이었던 친구가 지금 굉장히 불행하게 산데. 너무 화가 나.
2709,M_002710,KSH,청년,남성,대인관계,분노,악의적인,점장님은 사람들이 있을 때에만 나에게 친절하셔. 너무 화가 나.
2710,M_002711,KSH,청년,남성,대인관계,분노,악의적인,친구가 나보다 좋은 차를 샀다면서 자랑하는데 화가 났어.
2711,M_002712,KSH,청년,남성,대인관계,분노,악의적인,항상 나랑 놀러 다니던 친구가 이제는 나랑 약속도 안 지키고 애인이랑 데이트만 하고 있어. 너무 화나.
2712,M_002713,KSH,청년,남성,대인관계,분노,악의적인,매일같이 잘난 척만 하는 친구가 아팠으면 좋겠어. 그 친구 이야기를 듣고 있으면 자꾸 화가 나.
2713,M_002714,KSH,청년,남성,대인관계,분노,악의적인,이번 수련회에서 친구랑 같이 찍은 사진에 내가 잘 안 나왔어. 볼 때마다 화가나.
2714,M_002715,KSH,청년,남성,대인관계,분노,악의적인,친구가 다이어트를 시작한다는 이야기를 들었더니 너무 화가 나.
2715,M_002716,KSH,청년,남성,대인관계,분노,악의적인,예전에 반에서 가장 못생겼던 친구가 성형을 한 뒤로 인기가 많아졌어. 기분이 너무 나빠.
2716,M_002717,KSH,청년,남성,대인관계,분노,악의적인,친구가 이번에 좋은 직장에 들어갔는데 기분이 나빠.
2717,M_002718,KSH,청년,남성,"진로,취업,직장",분노,악의적인,나한테 계속 일을 넘겨주는 동료가 있어. 짜증나서 나도 꼭 업무 넘겨줄 거야.
2718,M_002719,KSH,청년,남성,"진로,취업,직장",분노,악의적인,요즘시대가 어떤 시댄데 과장님은 나한테 저런 말을 하지? 화가나.
2719,M_002720,KSH,청년,남성,"진로,취업,직장",분노,악의적인,계속 과장님이 부당한 일을 시키셔. 화가 나서 오늘은 못 들은척했어.
2720,M_002721,KSH,청년,남성,"진로,취업,직장",분노,악의적인,팀장님이 빨리 내라고 엄청 재촉했어. 짜증나서 대충 작성해서 제출해버렸어.
2721,M_002722,KSH,청년,남성,"진로,취업,직장",분노,악의적인,과장님이 나한테 맨날 잔심부름을 시켜서 실수인 척하고 다른 물건을 사왔어. 너무 짜증나.
2722,M_002723,KSH,청년,남성,"진로,취업,직장",분노,악의적인,직장동료가 내말을 계속 무시해서 오늘 나도 무시해봤어. 매번 너무 화가 났어.
2723,M_002724,KSH,청년,남성,"진로,취업,직장",분노,악의적인,야근을 하면서 야근수당도 안 챙겨줘서 고발했어. 짜증나.
2724,M_002725,KSH,청년,남성,"진로,취업,직장",분노,악의적인,과장님이 짧은 기간 내에 일을 너무 많이 주셔서 그냥 대충 해버렸어. 짜증나.
2725,M_002726,KSH,청년,남성,"진로,취업,직장",분노,악의적인,팀장이 술 먹기 싫은데 술을 억지로 먹게 하기에 몰래 빠져나왔어. 그 팀장은 왜 그러는 걸까? 화가 나.
2726,M_002727,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,집에서 편안히 돈 쓸 궁리만 하는 것들. 복에 겨워서 아주
2727,M_002728,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,난 우리 가족에 대한 감정이 좋지 않아. 나를 돈 버는 기계쯤으로 생각하는 것 같아.
2728,M_002729,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,작은 의견 차이로 아침부터 너무 기분이 나빠.
2729,M_002730,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,우리 와이프는 왜 그런지 모르겠어.
2730,M_002731,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,내 아내는 정말 진절머리가 나. 냉장고에 맛있는 음식이 있길래 꺼내 먹었더니 나한테 뭐라 하는 거 있지.
2731,M_002732,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,부부동반으로 모임을 하는 사람들이 많이 부러워.
2732,M_002733,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,내 아들이 자꾸 날 속이고 있는 것 같아. 말이 안되는 이야기를 반복해.
2733,M_002734,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,아내가 일부러 악의적인 감정으로 그런 게 아니고서야 나한테 이럴 수 있을까?
2734,M_002735,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,아내가 요즘 나에게 너무 못되게 굴어.
2735,M_002736,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,집에서 편안히 돈 쓸 궁리만 하는 것들. 복에 겨웠어 아주.
2736,M_002737,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,아내가 악의적으로 다른 가족들에게 나에게 불리한 이야기를 해.
2737,M_002738,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,오늘 일부러 아들에게 옆집에 사는 학생과 비교하는 말을 했지. 
2738,M_002739,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,부인의 친구가 자꾸 돈을 빌려 가서 늦게 돌려줘서 화가 나.
2739,M_002740,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,평소 관심을 두고 있었던 중고 상품이 나와서 거래를 하기로 했어.
2740,M_002741,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,오늘 월급이 들어와서 일부를 빼고 아내에게 생활비로 주었어.
2741,M_002742,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,큰 아들이 이번에 대학에 들어간다고 하는데 내가 가지 말라고 했어.
2742,M_002743,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,아내가 점점 잔소리를 심하게 해. 듣기 싫으니까 자연스레 집에 늦게 들어가게 돼.
2743,M_002744,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,아들이 맨날 아무 것도 안하고 잠만 자는 거야. 화가 나서 오늘 입대시켜버렸어.
2744,M_002745,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,아들한테 학업으로 들어가는 돈이 많아. 근데 그만한 성과가 없어서 답답해죽겠어.
2745,M_002746,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,결혼한 지 몇 년째인데 계속 결혼기념일을 챙겨야 하는 건 너무 귀찮아서 모른 척 했어.
2746,M_002747,KSH,중년,남성,"대인관계(부부, 자녀)",분노,악의적인,아내가 잔소리할 때마다 화가 나서 아내의 화장품을 버렸어.
2747,M_002748,KSH,노년,남성,"건강, 죽음",분노,악의적인,김 씨 때문에 몹시 화가 나.
2748,M_002749,KSH,노년,남성,"건강, 죽음",분노,악의적인,내가 장난으로 친구의 다리를 걸었는데 친구가 넘어져서 뼈가 부러져서 당황했어.
2749,M_002750,KSH,노년,남성,"건강, 죽음",분노,악의적인,아내가 치매에 걸렸는데 내가 너무 힘이 들어서 나쁜 말을 했어.
2750,M_002751,KSH,노년,남성,"건강, 죽음",분노,악의적인,무릎이 아파 예민해져서 오랜만에 온 아들에게 화를 냈어.
2751,M_002752,KSH,노년,남성,"건강, 죽음",분노,악의적인,내 친구가 자꾸 내 앞에서 담배를 피우는 게 너무 악의적인 게 느껴져 화가 나.
2752,M_002753,KSH,노년,남성,"건강, 죽음",분노,악의적인,나는 당뇨가 있어서 식이요법을 해야 되는데 친구들이 약 올려서 그게 너무 화가 나.
2753,M_002754,KSH,노년,남성,"건강, 죽음",분노,악의적인,간호해 주는 아내에게 뭐가 힘들어서 우냐고 악의적으로 모진 말을 했어.
2754,M_002755,KSH,노년,남성,"건강, 죽음",분노,악의적인,치매라는 걸 부정하고 싶어 자식들이 사준 실종 방지 팔찌를 눈앞에서 악의적으로 버렸어.
2755,M_002756,KSH,노년,남성,"건강, 죽음",분노,악의적인,몸이 아프고 돈도 필요한데 보험료 지급을 미루는 직원에게 화가 나서 악의적인 말을 했어.
2756,M_002757,KSH,노년,남성,"건강, 죽음",분노,악의적인,아내와 함께 체중조절을 하기로 했는데 몰래 친구와 술을 마셔서 악의적인 말을 좀 들었어.
2757,M_002758,KSH,노년,남성,"건강, 죽음",분노,악의적인,고혈압인데 채소와 과일은 먹지 않고 고기만 먹는다고 아내에게 쓴소리를 들었네.
2758,M_002759,KSH,노년,남성,"건강, 죽음",분노,악의적인,아내가 아파서 음식을 못해서 인스턴트 음식을 사 왔는데 갑자기 화가 나서 악의적인 말을 했어.
2759,M_002760,KSH,노년,남성,"건강, 죽음",분노,악의적인,난 스트레스로 단명할 거야.
2760,M_002761,KSH,노년,남성,"건강, 죽음",분노,악의적인,친구가 큰 병에 걸렸어.
2761,M_002762,KSH,노년,남성,"건강, 죽음",분노,악의적인,평생 내 속 썩이더니. 보란듯이 항암치료 안받을거야.
2762,M_002763,KSH,노년,남성,"건강, 죽음",분노,악의적인,안 아픈 곳이 없어. 짜증나 미치겠어.
2763,M_002764,KSH,노년,남성,"건강, 죽음",분노,악의적인,안 아픈 곳이 없어. 짜증나 미치겠어.
2764,M_002765,KSH,노년,남성,"건강, 죽음",분노,악의적인,건강에 악의적이야.
2765,M_002766,KSH,노년,남성,"건강, 죽음",분노,악의적인,나이 육십이 넘고 보니 건강을 챙기지 못한 것이 후회가 돼. 
2766,M_002767,KSH,노년,남성,"건강, 죽음",분노,악의적인,이제 나이가 더 들면 건강이 나빠지고 죽음에 가까이 가지 않겠어?
2767,M_002768,KSH,노년,남성,대인관계,분노,악의적인,술자리가 재밌는 걸 어떡하겠어? 내가 병원에 따라간다고 덜 아파지는 것도 아닌데 왜들 그러는지 모르겠어.
2768,M_002769,KSH,청소년,남성,학교폭력/따돌림,분노,안달하는,학교에서 따돌림을 당하고 있어. 너무 화가 나.
2769,M_002770,KSH,청소년,남성,학교폭력/따돌림,분노,안달하는,학교에서 매일 나를 협박하는 애들이 있어서 학교 가기가 너무 두려워.
2770,M_002771,KSH,청소년,남성,학교폭력/따돌림,분노,안달하는,학교에서 따돌림을 당하고 있는데 너무 슬퍼.
2771,M_002772,KSH,청소년,남성,학교폭력/따돌림,분노,안달하는,학교에서 따돌림을 당하고 있는데 주도하는 애가 무릎을 꿇으래. 너무 화가 나고 두려워.
2772,M_002773,KSH,청소년,남성,학교폭력/따돌림,분노,안달하는,날 괴롭히는 애들로부터 도망치고 싶어. 너무 화가 나고 답답해.
2773,M_002774,KSH,청소년,남성,학교폭력/따돌림,분노,안달하는,따돌림을 당하고 있는데 반 친구들이 너무 무서워서 어떻게 해야 할지 모르겠어.
2774,M_002775,KSH,청소년,남성,학교폭력/따돌림,분노,안달하는,학교 친구들이 나만 계속 따돌려서 너무 무서워.
